,spectral_flatness_amean,spectral_flatness_stddev,tonnetz0_amean,tonnetz1_amean,tonnetz2_amean,tonnetz3_amean,tonnetz4_amean,tonnetz5_amean,tonnetz0_stddev,tonnetz1_stddev,tonnetz2_stddev,tonnetz3_stddev,tonnetz4_stddev,tonnetz5_stddev,chroma_stft0_amean,chroma_stft1_amean,chroma_stft2_amean,chroma_stft3_amean,chroma_stft4_amean,chroma_stft5_amean,chroma_stft6_amean,chroma_stft7_amean,chroma_stft8_amean,chroma_stft9_amean,chroma_stft10_amean,chroma_stft11_amean,chroma_stft0_stddev,chroma_stft1_stddev,chroma_stft2_stddev,chroma_stft3_stddev,chroma_stft4_stddev,chroma_stft5_stddev,chroma_stft6_stddev,chroma_stft7_stddev,chroma_stft8_stddev,chroma_stft9_stddev,chroma_stft10_stddev,chroma_stft11_stddev,harmonic_amean,harmonic_stddev,percussive_amean,percussive_stddev,tempo
19,0.009096943773329258,0.03428254649043083,-0.023546373352398103,0.004026078524497085,0.013837744376984634,-0.003915002159893567,-0.0025832571624048555,-0.009417158715992784,0.02639630780417571,0.02313457940738104,0.08069908286098786,0.1329365441478534,0.022670785091969944,0.026094459733400882,0.3724644482135773,0.3412512838840485,0.4321587085723877,0.5165339708328247,0.4415552616119385,0.479619711637497,0.2462980896234513,0.2865903675556183,0.4737504720687866,0.4088914394378662,0.5787432789802551,0.4010096490383148,0.2452383190393448,0.2722722291946411,0.2361665070056916,0.3446171581745148,0.2586987316608429,0.3313002586364746,0.1679360568523407,0.2159026265144348,0.32236793637275696,0.17594709992408752,0.3279268741607666,0.2271560281515121,-3.8074503549978544e-07,0.1561846137046814,3.6749372611666326e-07,0.12160808593034746,123.046875
18,0.0116786640137434,0.03409991413354874,0.021723328359017517,-0.015468973591236609,0.05883685700623651,0.08647647289920242,0.013748107288082055,-0.01651517214448336,0.029431649866679187,0.027909152564807492,0.11081837776336964,0.09908470503537924,0.027596002696409282,0.029012999691011426,0.2447559088468552,0.16681796312332153,0.24294257164001465,0.3390486538410187,0.5191237330436707,0.33323293924331665,0.2626453638076782,0.2419261783361435,0.25433051586151123,0.285178005695343,0.3146834373474121,0.5050266981124878,0.22759997844696045,0.21088385581970207,0.2799269258975983,0.2674838304519653,0.3951502442359924,0.2679074704647064,0.24980966746807096,0.3051502704620361,0.2590603232383728,0.3451651036739349,0.2411099821329117,0.3587220013141632,9.352460779155079e-07,0.060140304267406464,-4.6901013774913736e-06,0.02905499935150146,92.28515625
17,0.010162015445530416,0.03156014904379845,0.0064445724485251935,0.029517243883796864,0.07732185114031434,-0.013844440785429023,0.0122750132884268,-0.02235953250368074,0.022829076498297983,0.028382294788808545,0.09509839804310236,0.07880839648279211,0.024877228370210558,0.02561223546334148,0.346709668636322,0.3291938900947571,0.4044286906719208,0.2282034754753113,0.2218380719423294,0.322460800409317,0.3836302161216736,0.5911231637001038,0.4239433407783508,0.2592015564441681,0.3099480867385864,0.2830081284046173,0.3340828716754913,0.2832620143890381,0.3320921063423157,0.1919979304075241,0.1948403418064117,0.2723686397075653,0.2550407946109772,0.3674767017364502,0.2978690564632416,0.19419720768928528,0.31235116720199585,0.2447909861803055,-0.00021254313469398767,0.1837819367647171,0.00029551598709076643,0.08341242372989655,107.666015625
21,0.004227616358548403,0.03220956772565842,-0.0460827856707642,0.02097098980319892,0.1505564327334063,-0.10042322190860342,0.01964537432750916,0.034644275262835506,0.021382032664976968,0.02085678985154101,0.07742794006725558,0.08110754769492079,0.01644139309487901,0.023426752099575624,0.17796622216701508,0.17692549526691434,0.305417537689209,0.7946273684501648,0.2693169116973877,0.2000604122877121,0.2184426188468933,0.2237670123577118,0.07967901974916458,0.19371965527534485,0.5254498720169067,0.20279231667518616,0.2607300579547882,0.1723649948835373,0.12936899065971375,0.28662553429603577,0.10887908935546876,0.20485380291938785,0.28104326128959656,0.19560974836349487,0.14459043741226196,0.1732138842344284,0.332820326089859,0.1589892953634262,-3.069988679271773e-06,0.1853567510843277,-1.2233340385137124e-05,0.0467185378074646,135.99917763157896
22,0.004916422069072722,0.023146087303757668,0.03247257475987997,0.018703544061741014,-0.03189478200409941,-0.03086601418562601,-0.005671099046723898,0.001860618622258849,0.03037960467724356,0.02513004791972588,0.0955567932636468,0.09545976221131,0.025452765320839454,0.02249139212140617,0.3756386041641235,0.3568648099899292,0.4836792051792145,0.3667161762714386,0.4364608526229857,0.3581661283969879,0.3524605929851532,0.4865181744098663,0.5052985548973083,0.6261792778968811,0.2887612283229828,0.3211618065834045,0.28486523032188416,0.2437844127416611,0.3302208185195923,0.2304899245500565,0.27728715538978577,0.2867487370967865,0.2458584904670716,0.3348090946674347,0.2803177535533905,0.33907854557037354,0.19576552510261536,0.22464728355407715,5.179868821869603e-06,0.08961354941129683,2.680422221601475e-05,0.05533384531736374,99.38401442307692
25,0.015350275672972202,0.03295284509658813,0.003863963198366044,0.004833708496250276,0.03832007292640603,-0.033382391342904286,0.011352484960828621,0.001131554752094825,0.029005289532036824,0.03219740454869071,0.08181680962411979,0.08206558004669126,0.02149103359889691,0.02736305137472421,0.3373737931251526,0.3064171373844147,0.3093349635601044,0.32921040058135986,0.4362517297267914,0.5403842329978943,0.6053388118743896,0.7213549017906189,0.6031937003135681,0.4776176810264587,0.3523736596107483,0.2970461249351501,0.3111232817173004,0.2571165263652801,0.2563970983028412,0.2424343079328537,0.2589698731899261,0.27513885498046875,0.264362633228302,0.2896164953708649,0.2458424717187881,0.26715564727783203,0.24378646910190585,0.2442888170480728,2.7134708489029444e-06,0.11142326146364212,1.2092368706362325e-05,0.0604141503572464,117.45383522727272
24,0.00941437017172575,0.030163712799549106,-0.0010364193678551214,-0.016886915983108652,-0.0397233478529817,-0.06223580957952365,0.006695953070041828,0.0033723198719099326,0.030302889153677258,0.031545586378133816,0.1306599685660697,0.13238000675422176,0.02912612983168063,0.03410416164651599,0.1891050785779953,0.2807050347328186,0.20150026679039001,0.18928582966327667,0.2357216775417328,0.2764484286308289,0.40631580352783203,0.24228645861148834,0.26386314630508423,0.29082220792770386,0.37971967458724976,0.2446252554655075,0.21204805374145508,0.34203866124153137,0.24967484176158905,0.2625420987606049,0.30018967390060425,0.2561290264129639,0.3780576586723328,0.2125563472509384,0.3014066219329834,0.30079418420791626,0.3761521279811859,0.2731403708457947,-3.411480429349467e-05,0.13938188552856445,-8.119734411593527e-05,0.05421876534819603,95.703125
31,0.012420235201716423,0.027304766699671745,-0.001344310305075951,-0.008020471155944838,-0.021003462273618708,0.02587231133916204,0.0034001350709593338,-0.01734919408417297,0.033416054840765146,0.026256865229652725,0.13478725199933753,0.15015228944497713,0.03894250060690151,0.03148336924276303,0.332623153924942,0.3784517645835877,0.4479126036167145,0.4367617964744568,0.4392314851284027,0.3724578619003296,0.3200006484985352,0.2756491005420685,0.30650830268859863,0.31484755873680115,0.41556769609451294,0.4426479637622833,0.2534999847412109,0.3088994324207306,0.3307090997695923,0.3126828968524933,0.3283613324165344,0.28365129232406616,0.2918567955493927,0.2661184370517731,0.2771316170692444,0.2711390554904938,0.3155311942100525,0.308685302734375,2.2215326680452563e-06,0.08863663673400879,7.564520274172537e-06,0.07683691382408142,161.4990234375
32,0.002747891005128622,0.029915733262896538,0.01740465151411139,0.01585933168411545,-0.053095798097263336,0.051979355269346585,-0.012487483581730607,0.02251389168421259,0.02791564835984536,0.028237297904267336,0.08030582088391211,0.09133238058770808,0.022129171517333297,0.022483399984027028,0.6604897379875183,0.32092374563217163,0.3647246360778809,0.3041253983974457,0.38259485363960266,0.2304238677024841,0.265642911195755,0.2691814601421356,0.2303153574466705,0.3095051944255829,0.14428897202014926,0.231792226433754,0.3613518178462982,0.2402236759662628,0.31162169575691223,0.24092844128608704,0.2843804359436035,0.22459709644317627,0.2630058526992798,0.259324312210083,0.2587217688560486,0.3078059554100037,0.16202349960803986,0.17947272956371307,2.7776673050539102e-06,0.1983779072761536,5.257908924249932e-05,0.13717874884605408,123.046875
37,0.012925038114190102,0.03333619236946106,0.012736568358478952,-0.010809750688747788,0.0233813850527966,0.008663199581186515,-0.005063600420681611,0.0016634540139194474,0.027139483318450328,0.026800801025075947,0.10860697709384046,0.0825162385911737,0.02433425874922745,0.02586175171935349,0.3722820580005646,0.32481303811073303,0.3752744793891907,0.3932230472564697,0.4170597791671753,0.3358916342258453,0.3551599979400635,0.3339036405086517,0.4264552891254425,0.47941854596138,0.5726848840713501,0.665459394454956,0.2307871729135513,0.2496208250522613,0.310211181640625,0.2822447121143341,0.32463520765304565,0.2561158239841461,0.2629348635673523,0.2336402237415313,0.30564412474632263,0.29144904017448425,0.2746208906173706,0.330372154712677,-2.21699679059384e-06,0.11898817867040636,9.673948625277262e-06,0.06293566524982452,135.99917763157896
35,0.004893252160400152,0.009944415651261806,-0.013485256557344942,0.016926127574408784,-0.07223928905552182,-0.08782554667356535,-0.02107656801492791,-0.014910267143223443,0.03398222948357354,0.027244805101817458,0.13073261630462907,0.1140684601299816,0.033162621365208776,0.029731672324148188,0.15879935026168826,0.20243854820728305,0.4154865145683289,0.26187801361083984,0.26163384318351746,0.4555931091308594,0.3409463465213776,0.1822817325592041,0.14315636456012726,0.21471954882144928,0.2764665186405182,0.19352580606937408,0.22463487088680267,0.20751073956489569,0.4135475754737854,0.2922612726688385,0.2644041180610657,0.4034610092639923,0.30176687240600586,0.25226694345474243,0.1954648196697235,0.23175089061260226,0.3374415934085846,0.2547472417354584,0.00044118057121522725,0.19670544564723969,0.0013118855422362685,0.09487970918416977,161.4990234375
39,0.019411485642194748,0.03234226256608963,0.02179219751258352,-0.003253836401344534,0.018229578281659404,0.019279560765019896,0.0025152830475728585,-0.007934941453492021,0.028645299378425908,0.02769175656524124,0.0857741737731073,0.08512715663213248,0.02446158567379563,0.02320684876894847,0.2325132340192795,0.2452877908945084,0.4343488812446594,0.3921772241592407,0.5340279936790466,0.34766995906829834,0.3651024699211121,0.3469030559062958,0.28148287534713745,0.3645686209201813,0.283809095621109,0.3988483548164368,0.19690217077732086,0.22542425990104675,0.3578743934631348,0.281735360622406,0.3646150827407837,0.2528259754180908,0.2958206236362457,0.2986726760864258,0.2393746376037597,0.32347169518470764,0.25423941016197205,0.3257370591163635,7.468096555385272e-06,0.1410900205373764,-2.681001205928624e-06,0.10528317093849182,123.046875
40,0.007020422723144293,0.03467366844415665,0.02723335175721788,0.0009140587341503574,0.07452775381440553,0.027103331925463464,0.0067885786062636426,0.002645940133528211,0.03023384268228964,0.03657224024705185,0.1171062514777314,0.14165571865587645,0.02642085642266917,0.033010630084549644,0.3678764402866364,0.29274415969848633,0.3422830104827881,0.34364357590675354,0.3690996170043945,0.2552456855773926,0.3342716693878174,0.4057864248752594,0.2724088728427887,0.3119154870510101,0.3136044144630432,0.4093576967716217,0.3342865109443665,0.2380619794130325,0.3164815604686737,0.3070061802864075,0.3165943026542664,0.2263484597206116,0.2988808751106262,0.3309076130390167,0.2371557354927063,0.30984148383140564,0.27067092061042786,0.3211655914783478,4.2246545490343124e-05,0.08562685549259186,0.0004709569911938161,0.03856755793094635,123.046875
41,0.006646273192018271,0.027535099536180496,-0.004699942268607663,-0.030183828891393618,-0.059813442256222676,0.01771414856109092,0.01515997284619211,0.0026382010030218013,0.02544395893021109,0.02801094732634216,0.07119955212040366,0.08174377700870394,0.020959617980443764,0.021089917098378784,0.3514239192008972,0.6473857164382935,0.3572068214416504,0.3868211805820465,0.4644105136394501,0.4294073581695557,0.5821899175643921,0.4325173795223236,0.5295286774635315,0.3503645658493042,0.21427102386951447,0.2716913819313049,0.18121065199375155,0.31016454100608826,0.18815849721431727,0.2573678195476532,0.31535735726356506,0.21106120944023127,0.3148749768733978,0.2376615107059479,0.2894528806209564,0.22733987867832184,0.15151241421699524,0.21038800477981567,-1.6216552012338068e-06,0.12467329204082488,-4.058889771840769e-06,0.06327439099550247,112.34714673913044
42,0.008605201728641987,0.02725584805011749,0.02542710115235529,0.0037319637657241772,0.007850630247694466,-0.01762063309885425,0.006294900611431111,0.0039816492968036965,0.02695838789279205,0.028411161621972436,0.10380383877164702,0.07321644137135896,0.019380324313234314,0.023955624690200232,0.3775798082351685,0.3508128225803375,0.5115041136741638,0.37110888957977295,0.4335200786590576,0.3357427418231964,0.4911326467990875,0.5772076249122621,0.5316874980926514,0.7091211080551147,0.5282447934150696,0.4836738705635071,0.25014397501945496,0.1852424293756485,0.273737370967865,0.2195203751325608,0.2965807914733887,0.1984271556138993,0.2794728875160217,0.2913094758987427,0.20681390166282654,0.2828021347522736,0.2263244241476059,0.269040048122406,-3.1550107451039366e-06,0.10469968616962433,-1.972799509530887e-05,0.06337281316518784,112.34714673913044
43,0.011012797243893148,0.02849982492625713,0.008834828386115523,0.002433116000929018,-0.043765934522446544,0.0065484480942222,-0.007248794706079962,-0.014264197485610534,0.028375254735773205,0.02925332712056745,0.07825114451574101,0.09606098291095393,0.030833661661805924,0.021457935529978732,0.4600327908992767,0.6547191143035889,0.5113227367401123,0.5295929908752441,0.4220236539840698,0.3295527696609497,0.3657984435558319,0.2996337115764618,0.43676990270614624,0.324698805809021,0.3861580491065979,0.4903490841388702,0.2306513786315918,0.3001709282398224,0.2434669286012649,0.2623817324638367,0.283926784992218,0.22162079811096191,0.2869732677936554,0.178707093000412,0.28404054045677185,0.22915349900722504,0.1933518946170807,0.29050883650779724,1.5852858268772252e-05,0.4037648439407349,-0.00011928936874028295,0.14707686007022858,112.34714673913044
44,0.0063181607984006405,0.02916211634874344,0.014885978033517175,0.025105552143956114,-0.0679553353319682,-0.04338761602701178,-0.009991663331621029,-0.008494265324538834,0.024449580885789475,0.02753587009537593,0.10357823464854267,0.0953788576220354,0.02624193097282548,0.02579628207630884,0.2677337825298309,0.3239299058914185,0.5557113289833069,0.29615339636802673,0.4151318669319153,0.4359205365180969,0.285651296377182,0.2665620446205139,0.2578491270542145,0.3953580558300018,0.28413376212120056,0.2398672848939896,0.2388919144868851,0.2477903813123703,0.3804553151130676,0.2123548537492752,0.32037004828453064,0.35943615436553955,0.2169008105993271,0.27712205052375793,0.21849212050437927,0.32899826765060425,0.27426576614379883,0.2586084902286529,1.2640360580462587e-07,0.10780278593301773,1.3387088984018193e-05,0.04241181164979935,117.45383522727272
46,0.010154837742447851,0.02721305191516876,0.00975442240461528,-0.0060960587025983655,-0.04764387895033457,-0.04136119029880656,0.003216497225276881,-0.004394846328484478,0.02448900743624093,0.02699151244258549,0.07637206822753373,0.07677727386276566,0.0192905715972004,0.022142403882470654,0.2973881661891937,0.5896726250648499,0.6268792748451233,0.3154122233390808,0.2576228678226471,0.22299839556217202,0.3315911591053009,0.34107843041419983,0.3214896619319916,0.3499085605144501,0.3023669421672821,0.2756974995136261,0.2464223504066468,0.3255119025707245,0.3393391072750092,0.2408348768949509,0.2782495617866516,0.215996652841568,0.3049187362194061,0.29959946870803833,0.2882194519042969,0.3128680884838104,0.28113415837287903,0.2675458788871765,-2.0056838820892153e-06,0.0856856182217598,-2.1254743842291646e-05,0.0768776684999466,89.10290948275862
45,0.001664137002080679,0.026880566030740738,0.016139138439597266,-0.005499703050414389,-0.0006391863141667307,-0.007511843442627967,-0.017447652819948232,-0.003854350683347309,0.02606541826174369,0.026858484639205475,0.08181347947971301,0.07209261807658986,0.02067841556496485,0.02087149833507098,0.3211386203765869,0.2073965966701508,0.2814130187034607,0.29624292254447937,0.377296507358551,0.4166954159736633,0.38962170481681824,0.2631561756134033,0.30990996956825256,0.529572069644928,0.3334424793720245,0.4962995648384094,0.2362097799777985,0.18892376124858856,0.2567023038864136,0.2469721138477325,0.3083134889602661,0.3223177194595337,0.3084923028945923,0.2343926429748535,0.2378252148628235,0.35893130302429205,0.1927121728658676,0.3613535165786743,1.1812815046141623e-06,0.2743984162807465,-4.357549914857373e-05,0.11256227642297743,92.28515625
47,0.005968190263956785,0.028309362009167668,0.022490726698457333,-0.014507239555873075,0.04984857682068215,0.013040790893644358,-0.0033129382039884647,0.0033819518851197234,0.027393523527681443,0.028267293427058363,0.09397148660074686,0.10750419485891888,0.02591051918357852,0.0237848549098585,0.4444153904914856,0.2851317226886749,0.2939974069595337,0.3730142116546631,0.5964984893798828,0.4438425898551941,0.4940353035926819,0.3848502039909363,0.2621060609817505,0.3346242308616638,0.4135761260986328,0.5767004489898682,0.29923489689826965,0.19122380018234253,0.24576157331466675,0.22218963503837585,0.3591597080230713,0.1982194185256958,0.3151054084300995,0.2340395897626877,0.21817007660865784,0.27695900201797485,0.2779335677623749,0.3356168270111084,-0.0020951703190803532,0.11690685153007507,-0.004247815348207951,0.04933762922883034,161.4990234375
48,0.00848620105534792,0.03281700238585472,-0.03329269668596078,-0.0033893817501984714,0.0005748940580393277,-0.022132490496118408,0.0037007255516255297,0.0075767932485164766,0.028476814602881543,0.03016578909468768,0.08010184143975332,0.11520889379894192,0.025359086575789967,0.021241264876181488,0.42522481083869934,0.5584690570831299,0.5499170422554016,0.7497038841247559,0.5135685801506042,0.438744068145752,0.4167112112045288,0.3983250558376312,0.4610312283039093,0.4319350719451904,0.5003487467765808,0.29601895809173584,0.2250845432281494,0.2905454635620117,0.20540788769721985,0.26895830035209656,0.21059028804302216,0.2740336060523987,0.2752135694026947,0.22327379882335666,0.2572038173675537,0.22843244671821594,0.2744271755218506,0.17288100719451904,1.7136128462880153e-06,0.07218825072050095,-1.2004232303297613e-05,0.053135517984628684,103.359375
49,0.004024789202958345,0.02626198902726173,0.03885328292330189,-0.005695343878193556,-0.0381392577281231,0.03118943619383462,0.0278351683431534,0.0035902248318286038,0.03134482448455258,0.028971342315539005,0.12267110341075672,0.10987825671841307,0.028327063459334882,0.02444726204669964,0.20253239572048187,0.3012983798980713,0.2589719593524933,0.26645076274871826,0.5659731030464172,0.2873390018939972,0.3720035254955292,0.4559114873409271,0.3788217902183533,0.43355363607406616,0.16725797951221466,0.1392139345407486,0.25820377469062805,0.3090861439704895,0.27029117941856384,0.2055305689573288,0.3689862787723541,0.20979540050029755,0.2719634473323822,0.3468092381954193,0.2341559082269669,0.32941195368766785,0.14976586401462555,0.13941967487335205,1.747557917042286e-06,0.20519569516181946,2.291705277457368e-05,0.06535110622644424,107.666015625
50,0.0021538587752729654,0.008405610918998718,0.02930450700591016,-0.004693629369166529,-0.09417936134375654,-0.08193148577030479,-0.009971136541357142,-0.0043407786000525155,0.02292848122022476,0.033233598549689734,0.1715684636352269,0.21194795121528945,0.04454071309552745,0.05133983341209461,0.2096792459487915,0.2944140136241913,0.3937336206436157,0.3606235086917877,0.33568021655082697,0.21425679326057434,0.19863921403884888,0.304404616355896,0.382955938577652,0.4490560591220856,0.3848309814929962,0.2266622632741928,0.1867409199476242,0.2853015661239624,0.4180279672145844,0.2942942976951599,0.3014918863773346,0.2249990850687027,0.20299404859542847,0.3308743238449097,0.36449745297431946,0.4167504608631134,0.34260913729667664,0.2024344652891159,-8.771665306994691e-06,0.12083520740270615,-0.00014349368575494736,0.04403889179229736,95.703125
