,F0final_sma_stddev,F0final_sma_amean,pcm_RMSenergy_sma_stddev,pcm_RMSenergy_sma_amean,pcm_zcr_sma_stddev,pcm_zcr_sma_amean,pcm_fftMag_spectralRollOff25.0_sma_stddev,pcm_fftMag_spectralRollOff25.0_sma_amean,pcm_fftMag_spectralRollOff50.0_sma_stddev,pcm_fftMag_spectralRollOff50.0_sma_amean,pcm_fftMag_spectralRollOff75.0_sma_stddev,pcm_fftMag_spectralRollOff75.0_sma_amean,pcm_fftMag_spectralRollOff90.0_sma_stddev,pcm_fftMag_spectralRollOff90.0_sma_amean,pcm_fftMag_spectralFlux_sma_stddev,pcm_fftMag_spectralFlux_sma_amean,pcm_fftMag_spectralCentroid_sma_stddev,pcm_fftMag_spectralCentroid_sma_amean,pcm_fftMag_spectralEntropy_sma_stddev,pcm_fftMag_spectralEntropy_sma_amean,pcm_fftMag_spectralVariance_sma_stddev,pcm_fftMag_spectralVariance_sma_amean,pcm_fftMag_spectralSkewness_sma_stddev,pcm_fftMag_spectralSkewness_sma_amean,pcm_fftMag_spectralKurtosis_sma_stddev,pcm_fftMag_spectralKurtosis_sma_amean,pcm_fftMag_spectralSlope_sma_stddev,pcm_fftMag_spectralSlope_sma_amean,pcm_fftMag_psySharpness_sma_stddev,pcm_fftMag_psySharpness_sma_amean,pcm_fftMag_spectralHarmonicity_sma_stddev,pcm_fftMag_spectralHarmonicity_sma_amean,pcm_fftMag_mfcc_sma[1]_stddev,pcm_fftMag_mfcc_sma[1]_amean,pcm_fftMag_mfcc_sma[2]_stddev,pcm_fftMag_mfcc_sma[2]_amean,pcm_fftMag_mfcc_sma[3]_stddev,pcm_fftMag_mfcc_sma[3]_amean,pcm_fftMag_mfcc_sma[4]_stddev,pcm_fftMag_mfcc_sma[4]_amean,pcm_fftMag_mfcc_sma[5]_stddev,pcm_fftMag_mfcc_sma[5]_amean,pcm_fftMag_mfcc_sma[6]_stddev,pcm_fftMag_mfcc_sma[6]_amean,pcm_fftMag_mfcc_sma[7]_stddev,pcm_fftMag_mfcc_sma[7]_amean,pcm_fftMag_mfcc_sma[8]_stddev,pcm_fftMag_mfcc_sma[8]_amean,pcm_fftMag_mfcc_sma[9]_stddev,pcm_fftMag_mfcc_sma[9]_amean,pcm_fftMag_mfcc_sma[10]_stddev,pcm_fftMag_mfcc_sma[10]_amean,pcm_fftMag_mfcc_sma[11]_stddev,pcm_fftMag_mfcc_sma[11]_amean,pcm_fftMag_mfcc_sma[12]_stddev,pcm_fftMag_mfcc_sma[12]_amean,pcm_fftMag_mfcc_sma[13]_stddev,pcm_fftMag_mfcc_sma[13]_amean,pcm_fftMag_mfcc_sma[14]_stddev,pcm_fftMag_mfcc_sma[14]_amean
375,58.993961648633906,137.24470759562843,0.05100782541420764,0.09239685305464483,0.028582602208743167,0.027772401459016386,271.7550448852458,243.86097825136616,484.4614032295083,370.6958537158468,795.8396943114757,555.6162522950818,1116.3542449672127,768.3392214207649,0.28583124622950834,0.4427919218579235,541.4320353879782,457.48628185792353,0.6901603410928961,2.517785043715848,1729318.4359562846,862791.3357923501,12.37494867759563,22.84563278688525,1279.8871398907104,1120.7253961748636,0.5622906628688525,-0.6037709586721314,0.3856663804153005,0.40303135595628414,1.8237110693842613,1.7603209956534978,7.960807786885245,28.037679890710372,7.113217825136608,20.257048825136614,11.575503885245896,18.87138287704918,13.819699431693993,3.976499792076504,12.433401737704921,-3.1211172841530046,10.193556896174863,-1.272321353715846,10.297310945355195,-4.995134475956287,10.700917333333337,-2.4044761250273217,10.787124306010938,-12.48426372131148,10.37528198360656,-5.934439551311481,11.492271661202185,-11.793676399289618,7.8219609781420765,-1.4126805483879787,8.34070187431694,-6.019498492459017,6.725688322404372,-7.824760838797812
482,40.784830144244594,107.97682052517985,0.012094027224460426,0.03639572004316547,0.007011712360431652,0.05184733474820143,71.26597302158274,349.9310791366906,125.84693907553951,559.7285032374098,208.8048908669064,1002.6189784172659,331.53135284172663,1706.8053273381295,0.08297063758992806,0.2695384642086331,132.2036192805756,832.8095575539568,0.3469577143884893,3.8298339172661855,360544.4473920863,1451515.350143885,2.7185809543165447,9.416073151079141,206.7131961061151,305.2784833129495,0.10095131629352518,-0.1438382474179855,0.09111571758992801,0.6769934190647482,0.33516667006510786,0.41730865155791386,2.692644683093527,21.350779068992807,3.004226255395683,8.587928769064744,3.673904665467627,1.78482223032374,4.101919312949644,-3.2480724849640263,4.613327014388491,-0.08914087900719415,5.032748384892087,-9.736362103381293,5.2628925503597115,-10.593787935323745,5.165376737410072,-12.582500576690654,5.3216707194244615,-7.049897722841727,5.320959733812955,-4.505585193057555,5.2574744316546775,-2.443599822877697,4.9504944676259015,-3.8229583575899286,4.710577276978416,-4.8508228831618725,4.031246471223022,-0.6728441677589917
805,36.47834865250661,122.65917527440644,0.02424135428232188,0.11381484648021098,0.005865365535092344,0.01817642817414248,45.29819799999999,216.2225226649079,59.19934829287594,291.50805722955164,88.35526809498677,375.9140488654357,194.78580488390529,507.81921345646487,0.27361660817941946,0.8586636574406337,76.11274413192618,325.2684396833773,0.2790402976253299,2.6381300606860165,267433.8283245383,197305.91784168867,8.764859088918202,25.303527282321905,1251.0520056306068,2239.7588812928752,0.34630026650131945,-0.8241403941134566,0.061981727849604165,0.3335370342744061,0.7532310572163589,1.6936108735160942,4.748055514775727,38.73928415567282,5.594425880738788,21.57675297889182,6.532959720316622,15.429466360422182,5.549284625329811,-2.8634335403720312,6.109275522427442,-5.169282210369394,7.729606047493405,-6.5036418234564675,7.513351654353563,-0.19737929232189969,7.491603503957792,-2.6662907709762558,7.470686321899739,-6.767980247598952,7.1146525989445975,-5.920838812664906,6.899018733509233,-7.632817045145117,6.963968667546173,-3.9625237710554098,6.70293303957784,2.110105981667545,5.6870237889182045,2.0992418430237483
488,28.59158780066113,108.12841295867769,0.00999408730512397,0.05515382655867775,0.0039764592988429754,0.016819320948760336,28.52278088429749,190.3475838842976,41.5391017355372,242.1480464462812,71.31222355371892,328.6085449586775,133.98377778512395,477.8041013223143,0.10477454709256204,0.355481496214876,48.69427608264464,298.8177717355372,0.29942027785124,2.870271680991736,76341.99091735535,118315.46352066119,5.832048357685956,16.15883123801653,688.0812527933882,997.653795123968,0.0656705184500165,-0.17290174246016538,0.04504100565289257,0.31124792446280986,0.12733255807738816,0.3153413305869419,2.4666555348760317,44.25118395041326,3.0446827520661155,18.65148586776861,4.5255961322313984,-6.855738440264453,4.5318124809917375,1.2593297641024774,5.552848542148757,13.167045113900823,7.300702626446272,-14.534886943586766,7.907377282644624,-0.6336725901487613,8.296748892561991,-27.54888052727275,7.99145681157025,10.734031621365288,7.352346044628098,-9.89204876601654,6.370524338842973,-2.207085021038014,5.831948750413225,-7.446549483536698,5.552785814876035,-17.6250367355372,6.000440485950406,-1.1753607052413226
171,39.871009055200034,123.97508220190474,0.014169967164125713,0.040974287672530536,0.00481195608152381,0.026110943457142863,95.55882623428577,267.45277236190486,121.44316737523808,395.6667982857145,128.05449739047623,543.0460622857141,119.07705477523814,677.7101975238097,0.12504001637434295,0.24047281399271056,93.22036373904764,417.48175523809476,0.4058561959809524,3.1957076076190485,158653.78070857146,378552.71066666674,4.667495201238094,9.131589284798094,543.7768770759998,883.2929815584768,0.07332657228517067,-0.10652143769684592,0.08324670114857136,0.4257409268571429,0.21954047564976234,0.2793047154369952,4.151815245714283,55.88994054647615,4.40218696723809,18.650652235238084,4.322960520000001,-4.725023410832379,4.669393115619049,-10.987420324038103,5.106652382857143,-12.988193802095234,5.155423874285713,-14.669548925752395,6.20553412,-5.160535596857146,7.485062409523812,2.841189869847619,7.202309700952381,3.6263898937333336,5.905681135238098,0.4983402573523812,5.247046935238097,-2.8308098308533363,5.6365304476190445,-7.784751170609143,5.460233674285715,-9.352899368285714,5.224490813333333,-5.579694228704765
290,51.154243640537345,117.95243598296207,0.014816144030715588,0.049028824029174335,0.00439180699711665,0.026213594707732643,73.82251544692011,228.12589536041958,85.63011861074699,352.2869681651374,111.47016983486247,541.5720032110089,169.13765751638263,847.9735944954125,0.21393430735575367,0.3974225991585848,78.6725887418087,447.9112885452165,0.3232751787418089,3.1076788964613384,116931.1262975098,652209.2701310617,4.132498787837482,8.882252462516373,543.0094923394502,660.1215049239847,0.07274702487499282,-0.12652159099449298,0.07197704709043254,0.4251790939449542,0.13992977474101684,0.2836231805962733,3.0865683918741804,42.03372621336828,5.013865068152036,-2.272770506094365,4.610874553079955,14.668035528689382,5.596009187418089,-0.4225276202752304,6.277878049803412,-7.540446921939711,6.375635056356486,-7.827753069528178,7.791203407601576,-2.032223562332896,7.804017870249021,-8.300255519724768,7.4625200602883295,-7.1713124782503295,6.929700368283098,4.469682699436438,7.7565449829620015,7.978369299478373,7.258370764089128,-3.6974696829580593,6.246879321100916,-7.8474150792398385,5.826168765399751,1.07844102993447
310,45.84203306056338,131.24725546478868,0.04452205010045781,0.1158407388088028,0.02619303522183097,0.029568087320422525,207.4322475176057,237.6891574647887,464.7512226478872,391.8219020070423,690.4904845809857,561.6976577112681,923.3517544718304,760.1938651408452,0.35860913094542274,0.7096555100461265,460.14203567605637,459.229606338028,0.5973804514084505,2.7581887711267608,1391193.6963063378,781628.6085915491,8.410294098591546,20.676454376760567,623.0077421478871,834.5942015492958,0.5993783038244764,-0.856288738667496,0.32950802116197164,0.4160616158450704,1.7759451852715689,2.326291699871432,6.9791579577464775,29.04413151760565,7.311432225352112,28.473023169014105,9.017125482394373,11.342257643820414,10.795146235915496,2.1703194809154924,10.565801556338029,-2.8075110383802824,9.069180095070415,-3.9180544724295765,9.004407538732389,-12.415986719718315,9.618134098591547,-7.134929703169013,8.88912685211268,-9.715798089788727,9.462243728873245,3.5629694521478847,9.243353637323944,-8.120268570387323,6.9394467253521155,-1.0971845687676058,6.8559614859154925,-8.657315153943662,6.083381330985912,-8.688388671760567
379,18.771830821507187,105.75923245454544,0.014628612180246412,0.08920422034545451,0.003069438349760764,0.01909797333732056,33.733037346889965,166.2682676076557,43.39907892822968,243.97599578947361,68.31387368181815,362.0445779904308,113.31052172966507,569.0727734449757,0.1622025088595693,0.6766181627076558,41.52085638755979,319.9378184210525,0.2268980028708133,3.2109076004784716,77127.19811004786,278230.2810047847,2.3126581246411497,9.585074480861245,168.93247108133968,347.17141826315793,0.15480301341737224,-0.4765857388303373,0.03931322464114835,0.3250769959330144,0.4559240080724554,1.0639977259914244,2.8289192220095702,49.16353997607651,3.7040309330143546,-5.072387092882784,2.9706225454545434,7.517943456507178,4.125960657894736,16.983130267703366,4.746174466507175,-10.253367733851675,4.7739991267942585,-8.59430991495216,5.465465968899525,8.088056557511962,5.57133745454546,-7.849371648779905,5.532891674641148,-8.418651351889954,5.4329188899521546,6.061000782749036,5.050472966507182,-3.1815557849282308,4.6231551531100505,-5.871071854832537,4.78304699521531,3.730562001531103,3.953379655502399,-2.341948186555024
182,78.09092627010638,191.49062838297885,0.02391218358714212,0.0381102974503567,0.007153560674329792,0.028890529329787223,117.299182830851,330.9671643936168,155.21799909893636,434.61609329787257,203.75705712659573,581.7071126595745,264.24251885957483,769.7634552127663,0.22326734383303729,0.28051730733417485,142.28286993404248,493.9790243617018,0.5904018575638298,3.0102827847872327,191868.5068989361,227159.04742765965,7.615109449769872,11.756370335453017,1173.2161489877665,1010.6000428798407,0.16340504159224833,-0.14770166179098726,0.1169757049031915,0.4854651320106388,0.4861562074866657,0.4060217686295071,6.260207906914888,37.0578479733936,8.75031799460639,0.10910098801276648,8.631125145851069,0.9640524771734036,7.538087736489367,-14.30109619674468,8.50789348223404,-11.34543929501064,8.310552534680848,-9.403569674715968,9.559908434574464,2.1079767496180866,8.515693886170215,-4.549076206861701,9.184860362553204,-10.101675962776604,9.110289382021273,-12.073859599170207,8.421963386595747,-9.867417802648944,7.712531411329786,-7.496536687760656,7.702503867553188,1.8869052769893644,6.674249257978723,-0.5785415296329786
637,91.61145880629437,210.84104048936192,0.03755644568457445,0.05931119007304962,0.0060265224767730476,0.03417405578014182,201.75894904255298,536.6076767730494,172.19277961347507,697.6454911347522,136.5354147890071,823.5836767730499,109.72235724468088,913.2409638297873,0.19289530349645384,0.2161602568421989,128.005944361702,674.5649551418437,0.5074255041843971,2.9267557695035467,59981.536207446814,109470.65845744686,4.969845038652479,4.5603398616489415,830.2118086347524,561.9728124468088,0.4328508655206689,-0.3289958423494324,0.11106925336879443,0.6603753847517729,1.6694194933176767,1.2117135409631918,4.2499830283687965,51.31055012411346,5.04527439361702,-4.943856379531908,5.5635665602836815,-20.756216996808504,5.0738740407801455,-8.077729376235814,7.833327161347518,5.246387969202137,8.582700570921968,15.319865870851073,8.482320099290781,13.248575481985814,9.92111627659574,-4.763475544326241,9.899534914893623,-20.081488132092193,9.099694280141843,-12.823320774148955,9.135898273049644,2.4658534649237596,10.155489677304963,3.3831212050390067,10.304972498226958,0.230380243156028,6.086030289007093,3.1187404038865227
257,101.07036222276787,132.9896488392857,0.04306224839285711,0.3111085667857143,0.011976226571428572,0.05662876676339292,188.2364785,335.70071366071437,286.71980741071417,626.1701625,398.0288081250001,1121.6491632589282,582.1931577678575,1909.31579375,0.6191828531250001,2.9149616556696425,259.9614786919643,901.8650152678572,0.4535845999999998,4.504731870535712,477900.7550223214,1054594.3186964288,1.4976068584821436,4.384098321428572,78.28537609374997,133.64464121874997,1.2764984626339282,-4.570447940758927,0.18038087937946407,0.7300652746875006,4.1853827158616035,11.55757095676786,3.5560739598214264,17.43182115178571,5.8610545669642855,-7.400939620982145,5.6107225357142845,6.269318700401789,5.653534513392855,-2.3808306330357145,7.5221679776785715,7.227782538080356,6.9748240535714325,5.665904100535713,7.568934428571433,-0.3450175652857146,7.869595933035718,1.9775010727767857,7.201995901785718,1.3743723855848222,7.463061495535718,-2.5041654296875007,7.196458116071428,-1.0817386858482143,6.8941391964285765,3.7482784032589302,6.079603767857144,-2.927507224830358,5.808866575892857,2.7361498267410718
